name,district_id,neighborhood_id,category_id,is_active,platforms
Sultan Döner - Esenler,34-esenler,347,4,true,"[{""platform_id"": 1, ""customers"": 240}, {""platform_id"": 2, ""customers"": 136}, {""platform_id"": 3, ""customers"": 315}]"
Roll'n Bowl - Esenler,34-esenler,347,5,true,"[{""platform_id"": 1, ""customers"": 243}, {""platform_id"": 2, ""customers"": 189}, {""platform_id"": 3, ""customers"": 255}]"
Black Bun - Güngören,34-güngören,503,1,true,"[{""platform_id"": 1, ""customers"": 130}, {""platform_id"": 2, ""customers"": 99}, {""platform_id"": 3, ""customers"": 195}]"
Stone Pizza - Güngören,34-güngören,503,2,true,"[{""platform_id"": 1, ""customers"": 121}, {""platform_id"": 2, ""customers"": 198}, {""platform_id"": 3, ""customers"": 299}]"
Kebapçı Hasan - Güngören,34-güngören,503,3,true,"[{""platform_id"": 1, ""customers"": 215}, {""platform_id"": 2, ""customers"": 60}, {""platform_id"": 3, ""customers"": 253}]"
Döner Sarayı - Güngören,34-güngören,503,4,true,"[{""platform_id"": 1, ""customers"": 162}, {""platform_id"": 2, ""customers"": 185}, {""platform_id"": 3, ""customers"": 104}]"
Sushi Tokyo - Güngören,34-güngören,503,5,true,"[{""platform_id"": 1, ""customers"": 108}, {""platform_id"": 2, ""customers"": 152}, {""platform_id"": 3, ""customers"": 312}]"
Çiftlik Burger - Bahçelievler,34-bahçelievler,93,1,true,"[{""platform_id"": 1, ""customers"": 158}, {""platform_id"": 2, ""customers"": 121}, {""platform_id"": 3, ""customers"": 114}]"
Margherita Lab - Bahçelievler,34-bahçelievler,93,2,true,"[{""platform_id"": 1, ""customers"": 141}, {""platform_id"": 2, ""customers"": 205}, {""platform_id"": 3, ""customers"": 120}]"
Adana Sofrası - Bahçelievler,34-bahçelievler,93,3,true,"[{""platform_id"": 1, ""customers"": 101}, {""platform_id"": 2, ""customers"": 184}, {""platform_id"": 3, ""customers"": 308}]"
Pidem Döner - Bahçelievler,34-bahçelievler,93,4,true,"[{""platform_id"": 1, ""customers"": 97}, {""platform_id"": 2, ""customers"": 196}, {""platform_id"": 3, ""customers"": 296}]"
Maki Roll - Bahçelievler,34-bahçelievler,93,5,true,"[{""platform_id"": 1, ""customers"": 112}, {""platform_id"": 2, ""customers"": 92}, {""platform_id"": 3, ""customers"": 268}]"
Brioche Burger - Küçükçekmece,34-küçükçekmece,573,1,true,"[{""platform_id"": 1, ""customers"": 201}, {""platform_id"": 2, ""customers"": 200}, {""platform_id"": 3, ""customers"": 142}]"
Pizza Napoli - Küçükçekmece,34-küçükçekmece,573,2,true,"[{""platform_id"": 1, ""customers"": 147}, {""platform_id"": 2, ""customers"": 195}, {""platform_id"": 3, ""customers"": 255}]"
Urfa Mutfağı - Küçükçekmece,34-küçükçekmece,573,3,true,"[{""platform_id"": 1, ""customers"": 188}, {""platform_id"": 2, ""customers"": 114}, {""platform_id"": 3, ""customers"": 238}]"
Anadolu Döner - Küçükçekmece,34-küçükçekmece,573,4,true,"[{""platform_id"": 1, ""customers"": 256}, {""platform_id"": 2, ""customers"": 111}, {""platform_id"": 3, ""customers"": 282}]"
Sakura House - Küçükçekmece,34-küçükçekmece,573,5,true,"[{""platform_id"": 1, ""customers"": 159}, {""platform_id"": 2, ""customers"": 162}, {""platform_id"": 3, ""customers"": 271}]"
Crispy Burger - Avcılar,34-avcılar,61,1,true,"[{""platform_id"": 1, ""customers"": 246}, {""platform_id"": 2, ""customers"": 155}, {""platform_id"": 3, ""customers"": 212}]"
Pizzeria Roma - Avcılar,34-avcılar,61,2,true,"[{""platform_id"": 1, ""customers"": 212}, {""platform_id"": 2, ""customers"": 175}, {""platform_id"": 3, ""customers"": 130}]"
Ocakbaşı Hüsnü - Avcılar,34-avcılar,61,3,true,"[{""platform_id"": 1, ""customers"": 143}, {""platform_id"": 2, ""customers"": 117}, {""platform_id"": 3, ""customers"": 116}]"
İskender Pala - Avcılar,34-avcılar,61,4,true,"[{""platform_id"": 1, ""customers"": 166}, {""platform_id"": 2, ""customers"": 65}, {""platform_id"": 3, ""customers"": 250}]"
Wasabi - Avcılar,34-avcılar,61,5,true,"[{""platform_id"": 1, ""customers"": 221}, {""platform_id"": 2, ""customers"": 118}, {""platform_id"": 3, ""customers"": 250}]"
Burger Stop - Beylikdüzü,34-beylikdüzü,208,1,true,"[{""platform_id"": 1, ""customers"": 136}, {""platform_id"": 2, ""customers"": 61}, {""platform_id"": 3, ""customers"": 118}]"
Bella Italia - Beylikdüzü,34-beylikdüzü,208,2,true,"[{""platform_id"": 1, ""customers"": 241}, {""platform_id"": 2, ""customers"": 75}, {""platform_id"": 3, ""customers"": 158}]"
Kebap Evi - Beylikdüzü,34-beylikdüzü,208,3,true,"[{""platform_id"": 1, ""customers"": 97}, {""platform_id"": 2, ""customers"": 68}, {""platform_id"": 3, ""customers"": 320}]"
Tombik Döner - Beylikdüzü,34-beylikdüzü,208,4,true,"[{""platform_id"": 1, ""customers"": 164}, {""platform_id"": 2, ""customers"": 78}, {""platform_id"": 3, ""customers"": 231}]"
Ginza Sushi - Beylikdüzü,34-beylikdüzü,208,5,true,"[{""platform_id"": 1, ""customers"": 140}, {""platform_id"": 2, ""customers"": 131}, {""platform_id"": 3, ""customers"": 271}]"
Beef House - Büyükçekmece,34-büyükçekmece,263,1,true,"[{""platform_id"": 1, ""customers"": 204}, {""platform_id"": 2, ""customers"": 114}, {""platform_id"": 3, ""customers"": 238}]"
Hot Slice - Büyükçekmece,34-büyükçekmece,263,2,true,"[{""platform_id"": 1, ""customers"": 113}, {""platform_id"": 2, ""customers"": 206}, {""platform_id"": 3, ""customers"": 247}]"
Antep Sofrası - Büyükçekmece,34-büyükçekmece,263,3,true,"[{""platform_id"": 1, ""customers"": 201}, {""platform_id"": 2, ""customers"": 122}, {""platform_id"": 3, ""customers"": 300}]"
Sultan Döner - Büyükçekmece,34-büyükçekmece,263,4,true,"[{""platform_id"": 1, ""customers"": 201}, {""platform_id"": 2, ""customers"": 164}, {""platform_id"": 3, ""customers"": 148}]"
Roll'n Bowl - Büyükçekmece,34-büyükçekmece,263,5,true,"[{""platform_id"": 1, ""customers"": 104}, {""platform_id"": 2, ""customers"": 84}, {""platform_id"": 3, ""customers"": 268}]"
Smash Lab - Silivri,34-silivri,696,1,true,"[{""platform_id"": 1, ""customers"": 190}, {""platform_id"": 2, ""customers"": 150}, {""platform_id"": 3, ""customers"": 208}]"
La Forno - Silivri,34-silivri,696,2,true,"[{""platform_id"": 1, ""customers"": 185}, {""platform_id"": 2, ""customers"": 179}, {""platform_id"": 3, ""customers"": 286}]"
Kebapçı Hasan - Silivri,34-silivri,696,3,true,"[{""platform_id"": 1, ""customers"": 93}, {""platform_id"": 2, ""customers"": 85}, {""platform_id"": 3, ""customers"": 115}]"
Döner Sarayı - Silivri,34-silivri,696,4,true,"[{""platform_id"": 1, ""customers"": 183}, {""platform_id"": 2, ""customers"": 146}, {""platform_id"": 3, ""customers"": 304}]"
Sushi Tokyo - Silivri,34-silivri,696,5,true,"[{""platform_id"": 1, ""customers"": 107}, {""platform_id"": 2, ""customers"": 123}, {""platform_id"": 3, ""customers"": 149}]"
Grill Master - Çatalca,34-çatalca,287,1,true,"[{""platform_id"": 1, ""customers"": 128}, {""platform_id"": 2, ""customers"": 197}, {""platform_id"": 3, ""customers"": 214}]"
Stone Pizza - Çatalca,34-çatalca,287,2,true,"[{""platform_id"": 1, ""customers"": 115}, {""platform_id"": 2, ""customers"": 168}, {""platform_id"": 3, ""customers"": 146}]"
Adana Sofrası - Çatalca,34-çatalca,287,3,true,"[{""platform_id"": 1, ""customers"": 151}, {""platform_id"": 2, ""customers"": 178}, {""platform_id"": 3, ""customers"": 163}]"
Pidem Döner - Çatalca,34-çatalca,287,4,true,"[{""platform_id"": 1, ""customers"": 99}, {""platform_id"": 2, ""customers"": 173}, {""platform_id"": 3, ""customers"": 306}]"
Maki Roll - Çatalca,34-çatalca,287,5,true,"[{""platform_id"": 1, ""customers"": 220}, {""platform_id"": 2, ""customers"": 85}, {""platform_id"": 3, ""customers"": 112}]"
Black Bun - Sultangazi,34-sultangazi,733,1,true,"[{""platform_id"": 1, ""customers"": 246}, {""platform_id"": 2, ""customers"": 198}, {""platform_id"": 3, ""customers"": 314}]"
Margherita Lab - Sultangazi,34-sultangazi,733,2,true,"[{""platform_id"": 1, ""customers"": 83}, {""platform_id"": 2, ""customers"": 83}, {""platform_id"": 3, ""customers"": 292}]"
Urfa Mutfağı - Sultangazi,34-sultangazi,733,3,true,"[{""platform_id"": 1, ""customers"": 140}, {""platform_id"": 2, ""customers"": 102}, {""platform_id"": 3, ""customers"": 204}]"
Anadolu Döner - Sultangazi,34-sultangazi,733,4,true,"[{""platform_id"": 1, ""customers"": 204}, {""platform_id"": 2, ""customers"": 183}, {""platform_id"": 3, ""customers"": 154}]"
Sakura House - Sultangazi,34-sultangazi,733,5,true,"[{""platform_id"": 1, ""customers"": 182}, {""platform_id"": 2, ""customers"": 75}, {""platform_id"": 3, ""customers"": 142}]"
Çiftlik Burger - Esenyurt,34-esenyurt,364,1,true,"[{""platform_id"": 1, ""customers"": 177}, {""platform_id"": 2, ""customers"": 60}, {""platform_id"": 3, ""customers"": 199}]"
Pizza Napoli - Esenyurt,34-esenyurt,364,2,true,"[{""platform_id"": 1, ""customers"": 147}, {""platform_id"": 2, ""customers"": 176}, {""platform_id"": 3, ""customers"": 173}]"
Ocakbaşı Hüsnü - Esenyurt,34-esenyurt,364,3,true,"[{""platform_id"": 1, ""customers"": 188}, {""platform_id"": 2, ""customers"": 202}, {""platform_id"": 3, ""customers"": 269}]"
İskender Pala - Esenyurt,34-esenyurt,364,4,true,"[{""platform_id"": 1, ""customers"": 204}, {""platform_id"": 2, ""customers"": 99}, {""platform_id"": 3, ""customers"": 148}]"
Wasabi - Esenyurt,34-esenyurt,364,5,true,"[{""platform_id"": 1, ""customers"": 155}, {""platform_id"": 2, ""customers"": 115}, {""platform_id"": 3, ""customers"": 114}]"
Brioche Burger - Başakşehir,34-başakşehir,119,1,true,"[{""platform_id"": 1, ""customers"": 228}, {""platform_id"": 2, ""customers"": 198}, {""platform_id"": 3, ""customers"": 115}]"
Pizzeria Roma - Başakşehir,34-başakşehir,119,2,true,"[{""platform_id"": 1, ""customers"": 160}, {""platform_id"": 2, ""customers"": 74}, {""platform_id"": 3, ""customers"": 112}]"
Kebap Evi - Başakşehir,34-başakşehir,119,3,true,"[{""platform_id"": 1, ""customers"": 229}, {""platform_id"": 2, ""customers"": 182}, {""platform_id"": 3, ""customers"": 228}]"
Tombik Döner - Başakşehir,34-başakşehir,119,4,true,"[{""platform_id"": 1, ""customers"": 215}, {""platform_id"": 2, ""customers"": 100}, {""platform_id"": 3, ""customers"": 114}]"
Ginza Sushi - Başakşehir,34-başakşehir,119,5,true,"[{""platform_id"": 1, ""customers"": 210}, {""platform_id"": 2, ""customers"": 80}, {""platform_id"": 3, ""customers"": 317}]"
Crispy Burger - Bağcılar,34-bağcılar,71,1,true,"[{""platform_id"": 1, ""customers"": 127}, {""platform_id"": 2, ""customers"": 77}, {""platform_id"": 3, ""customers"": 252}]"
Bella Italia - Bağcılar,34-bağcılar,71,2,true,"[{""platform_id"": 1, ""customers"": 97}, {""platform_id"": 2, ""customers"": 120}, {""platform_id"": 3, ""customers"": 203}]"
Antep Sofrası - Bağcılar,34-bağcılar,71,3,true,"[{""platform_id"": 1, ""customers"": 110}, {""platform_id"": 2, ""customers"": 205}, {""platform_id"": 3, ""customers"": 163}]"
Sultan Döner - Bağcılar,34-bağcılar,71,4,true,"[{""platform_id"": 1, ""customers"": 228}, {""platform_id"": 2, ""customers"": 212}, {""platform_id"": 3, ""customers"": 110}]"
Roll'n Bowl - Bağcılar,34-bağcılar,71,5,true,"[{""platform_id"": 1, ""customers"": 238}, {""platform_id"": 2, ""customers"": 80}, {""platform_id"": 3, ""customers"": 207}]"
Burger Stop - Arnavutköy,34-arnavutköy,6,1,true,"[{""platform_id"": 1, ""customers"": 248}, {""platform_id"": 2, ""customers"": 209}, {""platform_id"": 3, ""customers"": 244}]"
Hot Slice - Arnavutköy,34-arnavutköy,6,2,true,"[{""platform_id"": 1, ""customers"": 213}, {""platform_id"": 2, ""customers"": 140}, {""platform_id"": 3, ""customers"": 166}]"
Kebapçı Hasan - Arnavutköy,34-arnavutköy,6,3,true,"[{""platform_id"": 1, ""customers"": 132}, {""platform_id"": 2, ""customers"": 140}, {""platform_id"": 3, ""customers"": 161}]"
Döner Sarayı - Arnavutköy,34-arnavutköy,6,4,true,"[{""platform_id"": 1, ""customers"": 147}, {""platform_id"": 2, ""customers"": 161}, {""platform_id"": 3, ""customers"": 133}]"
Sushi Tokyo - Arnavutköy,34-arnavutköy,6,5,true,"[{""platform_id"": 1, ""customers"": 251}, {""platform_id"": 2, ""customers"": 136}, {""platform_id"": 3, ""customers"": 217}]"
Beef House - Üsküdar,34-üsküdar,830,1,true,"[{""platform_id"": 1, ""customers"": 160}, {""platform_id"": 2, ""customers"": 78}, {""platform_id"": 3, ""customers"": 102}]"
La Forno - Üsküdar,34-üsküdar,830,2,true,"[{""platform_id"": 1, ""customers"": 197}, {""platform_id"": 2, ""customers"": 219}, {""platform_id"": 3, ""customers"": 244}]"
Adana Sofrası - Üsküdar,34-üsküdar,830,3,true,"[{""platform_id"": 1, ""customers"": 105}, {""platform_id"": 2, ""customers"": 78}, {""platform_id"": 3, ""customers"": 237}]"
Pidem Döner - Üsküdar,34-üsküdar,830,4,true,"[{""platform_id"": 1, ""customers"": 134}, {""platform_id"": 2, ""customers"": 189}, {""platform_id"": 3, ""customers"": 167}]"
Maki Roll - Üsküdar,34-üsküdar,830,5,true,"[{""platform_id"": 1, ""customers"": 113}, {""platform_id"": 2, ""customers"": 149}, {""platform_id"": 3, ""customers"": 117}]"
Smash Lab - Kadıköy,34-kadıköy,513,1,true,"[{""platform_id"": 1, ""customers"": 142}, {""platform_id"": 2, ""customers"": 154}, {""platform_id"": 3, ""customers"": 172}]"
Stone Pizza - Kadıköy,34-kadıköy,513,2,true,"[{""platform_id"": 1, ""customers"": 120}, {""platform_id"": 2, ""customers"": 172}, {""platform_id"": 3, ""customers"": 313}]"
Urfa Mutfağı - Kadıköy,34-kadıköy,513,3,true,"[{""platform_id"": 1, ""customers"": 219}, {""platform_id"": 2, ""customers"": 137}, {""platform_id"": 3, ""customers"": 256}]"
Anadolu Döner - Kadıköy,34-kadıköy,513,4,true,"[{""platform_id"": 1, ""customers"": 247}, {""platform_id"": 2, ""customers"": 195}, {""platform_id"": 3, ""customers"": 102}]"
Sakura House - Kadıköy,34-kadıköy,513,5,true,"[{""platform_id"": 1, ""customers"": 250}, {""platform_id"": 2, ""customers"": 201}, {""platform_id"": 3, ""customers"": 176}]"
Grill Master - Ataşehir,34-ataşehir,44,1,true,"[{""platform_id"": 1, ""customers"": 249}, {""platform_id"": 2, ""customers"": 86}, {""platform_id"": 3, ""customers"": 134}]"
Margherita Lab - Ataşehir,34-ataşehir,44,2,true,"[{""platform_id"": 1, ""customers"": 147}, {""platform_id"": 2, ""customers"": 89}, {""platform_id"": 3, ""customers"": 127}]"
Ocakbaşı Hüsnü - Ataşehir,34-ataşehir,44,3,true,"[{""platform_id"": 1, ""customers"": 221}, {""platform_id"": 2, ""customers"": 99}, {""platform_id"": 3, ""customers"": 169}]"
İskender Pala - Ataşehir,34-ataşehir,44,4,true,"[{""platform_id"": 1, ""customers"": 152}, {""platform_id"": 2, ""customers"": 214}, {""platform_id"": 3, ""customers"": 153}]"
Wasabi - Ataşehir,34-ataşehir,44,5,true,"[{""platform_id"": 1, ""customers"": 167}, {""platform_id"": 2, ""customers"": 112}, {""platform_id"": 3, ""customers"": 275}]"
Black Bun - Ümraniye,34-ümraniye,795,1,true,"[{""platform_id"": 1, ""customers"": 242}, {""platform_id"": 2, ""customers"": 127}, {""platform_id"": 3, ""customers"": 229}]"
Pizza Napoli - Ümraniye,34-ümraniye,795,2,true,"[{""platform_id"": 1, ""customers"": 205}, {""platform_id"": 2, ""customers"": 124}, {""platform_id"": 3, ""customers"": 316}]"
Kebap Evi - Ümraniye,34-ümraniye,795,3,true,"[{""platform_id"": 1, ""customers"": 93}, {""platform_id"": 2, ""customers"": 83}, {""platform_id"": 3, ""customers"": 262}]"
